Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru
Kim Min-jae,KOR,DF,28.0,Bayern Munich,GER-Bundesliga,1602,17.8,1,1,0.06,0.06,3,1,19,38,1,0,0.0,0.0,0.0,90,100,34.0,85.71
Kingsley Ehizibue,NED,"MF,DF",30.0,Udinese,ITA-Serie A,1811,20.12,2,0,0.1,0.0,2,32,31,13,5,0,0.0,0.0,0.0,90,40,48.28,33.0
Kjetil Haug,NOR,GK,27.0,Toulouse,FRA-Ligue 1,31,0.34,0,0,0.0,0.0,0,0,0,0,0,0,1.0,0.0,1.0,85,40,34.0,28.12
Kobbie Mainoo,ENG,MF,20.0,Manchester Utd,ENG-Premier League,1662,18.47,1,2,0.05,0.11,3,13,20,19,2,0,0.0,0.0,0.0,100,85,38.0,71.89
Koffi Kouao,CIV,"DF,MF",27.0,Metz,FRA-Ligue 1,2265,25.17,2,1,0.08,0.04,10,59,46,28,10,0,0.0,0.0,0.0,85,40,34.0,36.88
Kojo Peprah Oppong,GHA,DF,21.0,Nice,FRA-Ligue 1,2425,26.94,1,0,0.04,0.0,3,5,28,30,4,0,0.0,0.0,0.0,85,40,34.0,37.51
Koke,ESP,MF,33.0,Atlético Madrid,ESP-La Liga,2219,24.66,2,2,0.08,0.08,4,44,30,19,6,0,0.0,0.0,0.0,95,92,38.0,82.31
Koki Machida,JPN,DF,27.0,Hoffenheim,GER-Bundesliga,44,0.49,0,0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,90,40,34.0,28.17
Konan N'dri,NIG,MF,24.0,Lecce,ITA-Serie A,544,6.04,2,0,0.33,0.0,5,23,4,2,3,0,0.0,0.0,0.0,90,40,48.28,29.5
Koni De Winter,BEL,DF,23.0,Milan,ITA-Serie A,1800,20.0,1,1,0.05,0.05,1,5,19,13,1,0,0.0,0.0,0.0,90,80,48.28,65.94
Konrad Laimer,AUT,DF,28.0,Bayern Munich,GER-Bundesliga,1994,22.16,3,9,0.14,0.41,8,38,25,17,9,0,0.0,0.0,0.0,90,100,34.0,89.55
Konstantinos Koulierakis,GRE,DF,21.0,Wolfsburg,GER-Bundesliga,2482,27.58,4,1,0.15,0.04,12,20,25,35,5,0,0.0,0.0,0.0,90,40,34.0,37.73
Konstantinos Mavropanos,GRE,DF,27.0,West Ham,ENG-Premier League,2534,28.16,3,0,0.11,0.0,8,4,24,47,2,0,0.0,0.0,0.0,100,40,38.0,36.89
Kosta Nedeljković,SRB,DF,19.0,RB Leipzig,GER-Bundesliga,251,2.79,0,0,0.0,0.0,0,6,1,1,0,0,0.0,0.0,0.0,90,90,34.0,65.22
Kostas Tsimikas,GRE,MF,29.0,Roma,ITA-Serie A,644,7.16,0,0,0.0,0.0,0,43,5,8,1,0,0.0,0.0,0.0,90,75,48.28,55.84
Kouadou Assoumou,FRA,"MF,FW",22.0,Samsunspor,TUR-Super Lig,366,4.07,1,0,0.25,0.0,2,8,3,4,0,0,0.0,0.0,0.0,90,40,34.0,29.44
Kristian Thorstvedt,NOR,MF,26.0,Sassuolo,ITA-Serie A,2460,27.33,4,4,0.15,0.15,13,13,20,31,9,0,0.0,0.0,0.0,90,40,48.28,34.79
Kristijan Jakić,CRO,"MF,DF",28.0,Augsburg,GER-Bundesliga,1653,18.37,2,1,0.11,0.05,6,4,25,17,5,0,0.0,0.0,0.0,90,40,34.0,34.48
Kristjan Asllani,ALB,MF,23.0,Torino,ITA-Serie A,2024,22.49,2,2,0.09,0.09,7,69,18,22,3,1,0.0,0.0,0.0,90,40,48.28,33.59
Kristoffer Ajer,NOR,DF,27.0,Brentford,ENG-Premier League,1810,20.11,0,1,0.0,0.05,3,7,23,15,4,0,0.0,0.0,0.0,100,40,38.0,34.35
Kristoffer Lund,USA,"DF,MF",23.0,Köln,GER-Bundesliga,2276,25.29,0,2,0.0,0.08,3,83,26,28,2,0,0.0,0.0,0.0,90,40,34.0,36.93
Krépin Diatta,SEN,"MF,DF",26.0,Monaco,FRA-Ligue 1,1013,11.26,0,1,0.0,0.09,1,39,16,15,2,0,0.0,0.0,0.0,85,70,34.0,55.95
Kubilay Kanatsızkuş,TUR,FW,28.0,Kasımpaşa,TUR-Super Lig,612,6.8,1,1,0.15,0.15,2,4,2,2,0,0,0.0,0.0,0.0,90,40,34.0,30.4
Kwasi Sibo,GHA,MF,27.0,Oviedo,ESP-La Liga,1681,18.68,0,0,0.0,0.0,2,2,20,14,3,1,0.0,0.0,0.0,95,40,38.0,33.9
Kwon Hyeokkyu,KOR,MF,24.0,Nantes,FRA-Ligue 1,753,8.37,0,0,0.0,0.0,0,1,6,6,2,0,0.0,0.0,0.0,85,40,34.0,30.95
Kyle Walker,ENG,"DF,MF",35.0,Burnley,ENG-Premier League,3096,34.4,0,2,0.0,0.06,0,37,32,43,9,0,0.0,0.0,0.0,100,40,38.0,38.86
Kyle Walker-Peters,ENG,DF,28.0,West Ham,ENG-Premier League,1383,15.37,1,0,0.07,0.0,3,20,30,9,2,0,0.0,0.0,0.0,100,40,38.0,32.85
Kylian Mbappé,FRA,FW,26.0,Real Madrid,ESP-La Liga,2599,28.88,25,5,0.87,0.17,63,26,1,3,4,0,0.0,0.0,0.0,95,100,38.0,92.8
Kyllian Antonio,FRA,DF,17.0,Lens,FRA-Ligue 1,190,2.11,0,1,0.0,0.47,0,2,4,5,1,0,0.0,0.0,0.0,85,70,34.0,50.3
Kévin Danois,FRA,MF,21.0,Auxerre,FRA-Ligue 1,2830,31.44,3,1,0.1,0.03,8,130,48,38,3,0,0.0,0.0,0.0,85,40,34.0,39.1
Kévin Rodrigues,POR,"DF,MF",31.0,Gaziantep,TUR-Super Lig,2284,25.38,2,3,0.08,0.12,7,37,45,41,7,1,0.0,0.0,0.0,90,40,34.0,36.96
Kōta Takai,JPN,DF,20.0,Gladbach,GER-Bundesliga,342,3.8,0,0,0.0,0.0,2,0,4,4,1,0,0.0,0.0,0.0,90,40,34.0,29.34
Ladislav Krejčí,CZE,"DF,MF",26.0,Wolves,ENG-Premier League,2536,28.18,2,1,0.07,0.04,10,17,21,33,6,1,0.0,0.0,0.0,100,40,38.0,36.9
Lamare Bogarde,NED,"MF,DF",21.0,Aston Villa,ENG-Premier League,1053,11.7,0,0,0.0,0.0,0,2,19,4,5,0,0.0,0.0,0.0,100,80,38.0,63.39
Lameck Banda,ZAM,"MF,FW",24.0,Lecce,ITA-Serie A,1752,19.47,5,4,0.26,0.21,15,90,17,7,6,1,0.0,0.0,0.0,90,40,48.28,32.84
Lamine Camara,SEN,MF,21.0,Monaco,FRA-Ligue 1,1847,20.52,3,4,0.15,0.19,4,101,33,38,6,0,0.0,0.0,0.0,85,70,34.0,61.67
Lamine Sy,MTN,DF,22.0,Auxerre,FRA-Ligue 1,1536,17.07,0,0,0.0,0.0,2,47,29,26,1,0,0.0,0.0,0.0,85,40,34.0,34.02
Lamine Yamal,ESP,"MF,FW",18.0,Barcelona,ESP-La Liga,2262,25.13,16,11,0.64,0.44,37,77,20,8,1,0,0.0,0.0,0.0,95,100,38.0,89.84
Lancinet Kourouma,GUI,FW,21.0,Girona,ESP-La Liga,43,0.48,0,0,0.0,0.0,0,0,0,1,0,1,0.0,0.0,0.0,95,75,38.0,52.78
Lander Astiazaran,ESP,MF,19.0,Real Sociedad,ESP-La Liga,1,0.01,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,95,75,38.0,52.51
Lander Pinillos,ESP,MF,21.0,Alavés,ESP-La Liga,2,0.02,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.01
Landry Dimata,BEL,"MF,FW",27.0,Samsunspor,TUR-Super Lig,130,1.44,0,0,0.0,0.0,2,2,2,0,0,0,0.0,0.0,0.0,90,40,34.0,28.51
Lanroy Machine,FRA,FW,19.0,Angers,FRA-Ligue 1,519,5.77,1,0,0.17,0.0,4,5,4,0,1,0,0.0,0.0,0.0,85,40,34.0,30.04
Largie Ramazani,BEL,"MF,FW",24.0,Valencia,ESP-La Liga,1234,13.71,6,1,0.44,0.07,19,27,12,14,4,0,0.0,0.0,0.0,95,40,38.0,32.33
Lars Ritzka,GER,"MF,DF",27.0,St Pauli,GER-Bundesliga,966,10.73,0,0,0.0,0.0,1,18,26,13,1,0,0.0,0.0,0.0,90,40,34.0,31.79
Lassana Coulibaly,MLI,MF,29.0,Lecce,ITA-Serie A,2689,29.88,3,1,0.1,0.03,8,18,28,9,4,0,0.0,0.0,0.0,90,40,48.28,35.43
Lasse Rieß,GER,GK,24.0,Mainz 05,GER-Bundesliga,292,3.24,0,0,0.0,0.0,0,0,0,0,0,0,15.0,0.0,12.0,90,40,34.0,29.14
Lassine Sinayoko,MLI,"FW,MF",25.0,Auxerre,FRA-Ligue 1,2770,30.78,12,4,0.39,0.13,39,32,26,26,8,0,0.0,0.0,0.0,85,40,34.0,38.86
Lasso Coulibaly,CIV,MF,22.0,Auxerre,FRA-Ligue 1,321,3.57,0,0,0.0,0.0,0,18,5,6,1,0,0.0,0.0,0.0,85,40,34.0,29.26
Latif Ouedraogo,BFA,DF,17.0,Genoa,ITA-Serie A,51,0.57,0,0,0.0,0.0,0,3,1,1,0,0,0.0,0.0,0.0,90,40,48.28,28.14
Laurent Abergel,FRA,MF,32.0,Lorient,FRA-Ligue 1,2318,25.76,1,0,0.04,0.0,5,9,23,28,7,0,0.0,0.0,0.0,85,40,34.0,37.09
Laurs Skjellerup,DEN,FW,22.0,Sassuolo,ITA-Serie A,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.03
Lautaro Gianetti,ARG,DF,31.0,Antalyaspor,TUR-Super Lig,1800,20.0,1,1,0.05,0.05,4,1,25,17,6,0,0.0,0.0,0.0,90,40,34.0,35.06
Lautaro Martínez,ARG,FW,27.0,Inter,ITA-Serie A,2159,23.99,17,6,0.71,0.25,39,17,13,6,4,0,0.0,0.0,0.0,90,95,48.28,80.66
Lautaro Valenti,ARG,DF,26.0,Parma,ITA-Serie A,2252,25.02,0,0,0.0,0.0,4,20,30,26,7,0,0.0,0.0,0.0,90,40,48.28,34.22
Lazar Jovanović,SRB,FW,18.0,Stuttgart,GER-Bundesliga,40,0.44,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,75,34.0,52.79
Lazar Samardzic,SRB,MF,23.0,Atalanta,ITA-Serie A,1030,11.44,2,1,0.17,0.09,9,68,8,10,1,0,0.0,0.0,0.0,90,75,48.28,57.83
Leander Dendoncker,BEL,MF,30.0,Oviedo,ESP-La Liga,1330,14.78,1,0,0.07,0.0,4,5,25,11,2,0,0.0,0.0,0.0,95,40,38.0,32.67
Leandro Cabrera,URU,DF,34.0,Espanyol,ESP-La Liga,3330,37.0,3,0,0.08,0.0,12,20,23,23,4,0,0.0,0.0,0.0,95,40,38.0,39.68
Leandro Trossard,BEL,"FW,MF",30.0,Arsenal,ENG-Premier League,2000,22.22,6,6,0.27,0.27,15,58,15,9,2,0,0.0,0.0,0.0,100,95,38.0,83.16
Leart Paqarada,KVX,DF,30.0,Heidenheim,GER-Bundesliga,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.02
Lee Jae-sung,KOR,"MF,FW",32.0,Mainz 05,GER-Bundesliga,2185,24.28,4,2,0.16,0.08,9,31,21,25,4,0,0.0,0.0,0.0,90,40,34.0,36.57
Lee Kang-in,KOR,"MF,FW",24.0,PSG,FRA-Ligue 1,1519,16.88,3,4,0.18,0.24,15,113,9,1,3,0,0.0,0.0,0.0,85,100,34.0,84.89
Lennard Maloney,USA,"DF,MF",25.0,Mainz 05,GER-Bundesliga,485,5.39,0,0,0.0,0.0,1,2,8,8,1,0,0.0,0.0,0.0,90,40,34.0,29.9
Lennart Karl,GER,MF,17.0,Bayern Munich,GER-Bundesliga,1281,14.23,5,5,0.35,0.35,21,29,15,11,1,0,0.0,0.0,0.0,90,100,34.0,82.56
Lennon Miller,SCO,MF,18.0,Udinese,ITA-Serie A,996,11.07,0,2,0.0,0.18,1,32,12,9,4,0,0.0,0.0,0.0,90,40,48.28,30.75
Lenny Pintor,FRA,"MF,FW",24.0,Eyüpspor,TUR-Super Lig,768,8.53,0,0,0.0,0.0,1,18,13,7,2,0,0.0,0.0,0.0,90,40,34.0,31.01
Leny Yoro,FRA,DF,19.0,Manchester Utd,ENG-Premier League,1740,19.33,0,0,0.0,0.0,3,3,20,31,1,0,0.0,0.0,0.0,100,85,38.0,72.47
Leo Román,ESP,GK,25.0,Mallorca,ESP-La Liga,2970,33.0,0,0,0.0,0.0,0,0,1,1,4,0,99.0,4.0,50.0,95,40,38.0,38.42
Leo Østigård,NOR,DF,25.0,Genoa,ITA-Serie A,2622,29.13,5,1,0.17,0.03,12,1,27,30,7,0,0.0,0.0,0.0,90,40,48.28,35.24
Leon Avdullahu,KVX,MF,21.0,Hoffenheim,GER-Bundesliga,2834,31.49,0,1,0.0,0.03,2,15,30,33,5,0,0.0,0.0,0.0,90,40,34.0,39.11
Leon Bailey,JAM,MF,27.0,Aston Villa,ENG-Premier League,645,7.17,0,1,0.0,0.14,2,33,6,4,1,0,0.0,0.0,0.0,100,80,38.0,60.53
Leon Goretzka,GER,MF,30.0,Bayern Munich,GER-Bundesliga,1947,21.63,5,3,0.23,0.14,11,7,19,26,4,0,0.0,0.0,0.0,90,100,34.0,89.09
Leonardo Balerdi,ARG,DF,26.0,Marseille,FRA-Ligue 1,2001,22.23,0,1,0.0,0.04,5,2,28,27,5,0,0.0,0.0,0.0,85,70,34.0,62.73
Leonardo Bittencourt,GER,MF,31.0,Werder Bremen,GER-Bundesliga,615,6.83,0,1,0.0,0.15,0,4,10,8,5,0,0.0,0.0,0.0,90,40,34.0,30.41
Leonardo Pavoletti,ITA,FW,36.0,Cagliari,ITA-Serie A,227,2.52,1,1,0.4,0.4,1,0,2,1,1,0,0.0,0.0,0.0,90,40,48.28,28.63
Leonardo Spinazzola,ITA,"MF,DF",32.0,Napoli,ITA-Serie A,1901,21.12,3,3,0.14,0.14,7,73,10,4,2,0,0.0,0.0,0.0,90,90,48.28,74.81
Leonidas Stergiou,SUI,DF,23.0,Heidenheim,GER-Bundesliga,207,2.3,0,0,0.0,0.0,0,1,3,1,0,0,0.0,0.0,0.0,90,40,34.0,28.81
Leopold Querfeld,AUT,DF,21.0,Union Berlin,GER-Bundesliga,2705,30.06,3,0,0.1,0.0,10,3,27,35,7,0,0.0,0.0,0.0,90,40,34.0,38.61
Leroy Sané,GER,MF,29.0,Galatasaray,TUR-Super Lig,2280,25.33,7,5,0.28,0.2,15,81,21,11,1,1,0.0,0.0,0.0,90,100,34.0,92.35
Lesley Ugochukwu,FRA,MF,21.0,Burnley,ENG-Premier League,2336,25.96,3,1,0.12,0.04,8,7,26,17,3,1,0.0,0.0,0.0,100,40,38.0,36.2
Levent Mercan,GER,DF,24.0,Fenerbahçe,TUR-Super Lig,1162,12.91,0,3,0.0,0.23,1,46,16,15,1,0,0.0,0.0,0.0,90,100,34.0,81.39
Levi Colwill,ENG,DF,22.0,Chelsea,ENG-Premier League,225,2.5,0,0,0.0,0.0,0,1,2,5,0,0,0.0,0.0,0.0,100,80,38.0,57.58
Lewis Cook,ENG,"MF,DF",28.0,Bournemouth,ENG-Premier League,874,9.71,0,1,0.0,0.1,0,44,17,21,1,1,0.0,0.0,0.0,100,70,38.0,54.37
Lewis Dunk,ENG,DF,33.0,Brighton,ENG-Premier League,2838,31.53,1,0,0.03,0.0,3,5,22,30,10,0,0.0,0.0,0.0,100,75,38.0,71.17
Lewis Ferguson,SCO,MF,25.0,Bologna,ITA-Serie A,1601,17.79,1,0,0.06,0.0,2,25,16,12,7,1,0.0,0.0,0.0,90,40,48.28,32.42
Lewis Hall,ENG,DF,20.0,Newcastle,ENG-Premier League,2181,24.23,1,1,0.04,0.04,6,102,31,29,4,0,0.0,0.0,0.0,100,75,38.0,66.85
Lewis Miley,ENG,"MF,DF",19.0,Newcastle,ENG-Premier League,1496,16.62,1,4,0.06,0.24,4,42,18,20,0,0,0.0,0.0,0.0,100,75,38.0,62.34
Liam Delap,ENG,FW,22.0,Chelsea,ENG-Premier League,1107,12.3,1,0,0.08,0.0,11,6,3,1,4,0,0.0,0.0,0.0,100,80,38.0,63.77
Lilian Brassier,FRA,DF,25.0,Rennes,FRA-Ligue 1,2250,25.0,0,1,0.0,0.04,2,23,13,38,2,0,0.0,0.0,0.0,85,40,34.0,36.82
Lilian Raolisoa,FRA,"MF,DF",25.0,Angers,FRA-Ligue 1,1966,21.84,2,4,0.09,0.18,5,99,31,14,3,0,0.0,0.0,0.0,85,40,34.0,35.71
Linton Maina,GER,"MF,FW",26.0,Köln,GER-Bundesliga,1023,11.37,2,0,0.18,0.0,8,25,6,4,0,0,0.0,0.0,0.0,90,40,34.0,32.01
Linus Güther,GER,MF,15.0,Union Berlin,GER-Bundesliga,7,0.08,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,90,40,34.0,28.03
Lionel Carole,FRA,DF,34.0,Kayserispor,TUR-Super Lig,1900,21.11,0,0,0.0,0.0,0,23,24,31,3,0,0.0,0.0,0.0,90,40,34.0,35.45
Lionel Mpasi,COD,GK,30.0,Le Havre,FRA-Ligue 1,315,3.5,0,0,0.0,0.0,0,0,0,0,1,0,15.0,1.0,2.0,85,40,34.0,29.24
Lisandro Martínez,ARG,DF,27.0,Manchester Utd,ENG-Premier League,1233,13.7,0,0,0.0,0.0,0,2,11,12,0,1,0.0,0.0,0.0,100,85,38.0,68.69
Livan Burcu,TUR,"MF,FW",20.0,Union Berlin,GER-Bundesliga,651,7.23,1,1,0.14,0.14,3,15,7,2,4,0,0.0,0.0,0.0,90,40,34.0,30.55
Lloyd Kelly,ENG,DF,26.0,Juventus,ITA-Serie A,2996,33.29,1,1,0.03,0.03,3,12,33,14,4,0,0.0,0.0,0.0,90,85,48.28,77.08
Lluc Castell,ESP,FW,18.0,Espanyol,ESP-La Liga,19,0.21,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.07
Logan Costa,CPV,DF,24.0,Villarreal,ESP-La Liga,30,0.33,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,75,38.0,52.7
Logi Tómasson,ISL,DF,24.0,Samsunspor,TUR-Super Lig,2256,25.07,1,4,0.04,0.16,5,86,27,19,5,0,0.0,0.0,0.0,90,40,34.0,36.85
Lohann Doucet,BFA,MF,22.0,Paris FC,FRA-Ligue 1,121,1.34,1,0,0.75,0.0,1,0,0,0,2,0,0.0,0.0,0.0,85,40,34.0,28.47
Loide Augusto,ANG,"MF,FW",25.0,Rizespor,TUR-Super Lig,1160,12.89,3,2,0.23,0.16,8,43,5,1,5,0,0.0,0.0,0.0,90,40,34.0,32.55
Lorenz Assignon,TOG,"DF,MF",25.0,Stuttgart,GER-Bundesliga,1094,12.16,0,0,0.0,0.0,4,40,15,15,3,1,0.0,0.0,0.0,90,75,34.0,60.55
Lorenzo Bernasconi,ITA,MF,21.0,Atalanta,ITA-Serie A,1572,17.47,0,3,0.0,0.17,1,113,16,14,3,0,0.0,0.0,0.0,90,75,48.28,60.64
Lorenzo Colombo,ITA,FW,23.0,Genoa,ITA-Serie A,2326,25.84,7,1,0.27,0.04,27,16,12,1,2,0,0.0,0.0,0.0,90,40,48.28,34.42
Lorenzo De Silvestri,ITA,DF,37.0,Bologna,ITA-Serie A,491,5.46,0,0,0.0,0.0,0,7,1,7,2,0,0.0,0.0,0.0,90,40,48.28,29.36
Lorenzo Lucca,ITA,FW,24.0,Napoli,ENG-Premier League,537,5.97,2,0,0.34,0.0,6,0,0,1,1,0,0.0,0.0,0.0,100,90,38.0,67.24
Lorenzo Montipò,ITA,GK,29.0,Hellas Verona,ITA-Serie A,3150,35.0,0,1,0.0,0.03,0,0,0,0,0,0,87.0,5.0,54.0,90,40,48.28,36.7
Lorenzo Pellegrini,ITA,MF,29.0,Roma,ITA-Serie A,1463,16.26,4,2,0.25,0.12,12,89,5,15,2,0,0.0,0.0,0.0,90,75,48.28,60.08
Lorenzo Venturino,ITA,FW,19.0,Roma,ITA-Serie A,247,2.74,0,0,0.0,0.0,1,36,0,0,0,0,0.0,0.0,0.0,90,75,48.28,53.78
Lorran,BRA,FW,19.0,Pisa,ITA-Serie A,122,1.36,1,0,0.74,0.0,1,5,3,3,0,0,0.0,0.0,0.0,90,40,48.28,28.34
Louis Buffon,CZE,FW,17.0,Pisa,ITA-Serie A,32,0.36,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.09
Louis Lemke,GER,DF,15.0,Hamburger SV,GER-Bundesliga,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0
Louis Leroux,FRA,"MF,DF",19.0,Nantes,FRA-Ligue 1,1441,16.01,1,1,0.06,0.06,3,30,23,5,2,0,0.0,0.0,0.0,85,40,34.0,33.65
Louis Mouton,FRA,MF,23.0,Angers,FRA-Ligue 1,1891,21.01,2,1,0.1,0.05,8,31,26,12,2,1,0.0,0.0,0.0,85,40,34.0,35.42
Louis Oppie,GER,MF,23.0,St Pauli,GER-Bundesliga,1620,18.0,1,0,0.06,0.0,4,58,19,11,0,0,0.0,0.0,0.0,90,40,34.0,34.35
Loum Tchaouna,FRA,"MF,FW",21.0,Burnley,ENG-Premier League,1272,14.13,2,1,0.14,0.07,9,34,9,2,2,0,0.0,0.0,0.0,100,40,38.0,32.46
Love Arrhov,SWE,MF,17.0,Frankfurt,GER-Bundesliga,65,0.72,0,0,0.0,0.0,0,0,2,0,1,0,0.0,0.0,0.0,90,75,34.0,52.98
Lovro Majer,CRO,MF,27.0,Wolfsburg,GER-Bundesliga,1371,15.23,2,3,0.13,0.2,6,28,18,8,5,0,0.0,0.0,0.0,90,40,34.0,33.38
Loïc Bade,FRA,DF,25.0,Leverkusen,GER-Bundesliga,1653,18.37,0,0,0.0,0.0,4,4,19,21,4,0,0.0,0.0,0.0,90,85,34.0,73.28
Loïc Nego,HUN,"DF,MF",34.0,Le Havre,FRA-Ligue 1,2339,25.99,0,0,0.0,0.0,3,78,36,32,3,0,0.0,0.0,0.0,85,40,34.0,37.17
Loïs Openda,BEL,"FW,MF",25.0,Juventus,ITA-Serie A,717,7.97,1,0,0.13,0.0,6,8,4,1,0,0,0.0,0.0,0.0,90,85,48.28,63.71
Luca Jaquez,SUI,DF,22.0,Stuttgart,GER-Bundesliga,898,9.98,0,1,0.0,0.1,0,1,7,11,1,0,0.0,0.0,0.0,90,75,34.0,59.1
Luca Kerber,GER,MF,23.0,Heidenheim,GER-Bundesliga,682,7.58,2,0,0.26,0.0,3,4,11,3,3,0,0.0,0.0,0.0,90,40,34.0,30.68
Luca Koleosho,ITA,MF,20.0,Paris FC,ESP-La Liga,617,6.86,3,1,0.44,0.15,10,20,16,4,0,0,0.0,0.0,0.0,95,40,38.0,30.17
Luca Lezzerini,ITA,GK,30.0,Fiorentina,ITA-Serie A,4,0.04,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.01
Luca Lipani,ITA,MF,20.0,Sassuolo,ITA-Serie A,1034,11.49,0,1,0.0,0.09,3,5,17,15,3,0,0.0,0.0,0.0,90,40,48.28,30.86
Luca Marianucci,ITA,DF,21.0,Torino,ITA-Serie A,694,7.71,0,1,0.0,0.13,0,9,7,9,2,0,0.0,0.0,0.0,90,40,48.28,29.92
Luca Mazzitelli,ITA,MF,29.0,Cagliari,ITA-Serie A,767,8.52,2,2,0.23,0.23,5,9,11,10,3,0,0.0,0.0,0.0,90,40,48.28,30.12
Luca Moro,ITA,FW,24.0,Sassuolo,ITA-Serie A,211,2.34,0,0,0.0,0.0,1,0,4,2,1,0,0.0,0.0,0.0,90,40,48.28,28.58
Luca Netz,GER,"DF,MF",22.0,Gladbach,ENG-Premier League,1297,14.41,0,2,0.0,0.14,0,28,18,8,1,0,0.0,0.0,0.0,100,40,38.0,32.55
Luca Pellegrini,ITA,DF,26.0,Lazio,ITA-Serie A,1469,16.32,1,0,0.06,0.0,5,51,15,17,8,0,0.0,0.0,0.0,90,75,48.28,60.11
Luca Ranieri,ITA,DF,26.0,Fiorentina,ITA-Serie A,2458,27.31,1,0,0.04,0.0,3,27,24,24,8,1,0.0,0.0,0.0,90,40,48.28,34.79
Luca Reggiani,ITA,DF,17.0,Dortmund,GER-Bundesliga,511,5.68,1,0,0.18,0.0,1,1,10,2,2,0,0.0,0.0,0.0,90,95,34.0,71.26
Luca Waldschmidt,GER,"FW,MF",29.0,Köln,GER-Bundesliga,677,7.52,5,4,0.66,0.53,13,22,3,4,1,0,0.0,0.0,0.0,90,40,34.0,30.65
Lucas,BRA,"MF,DF",24.0,Burnley,ENG-Premier League,1409,15.66,0,0,0.0,0.0,4,56,22,19,1,1,0.0,0.0,0.0,100,40,38.0,32.95
Lucas Ahijado,ESP,DF,30.0,Oviedo,ESP-La Liga,1098,12.2,0,1,0.0,0.08,2,16,29,17,3,0,0.0,0.0,0.0,95,40,38.0,31.85
Lucas Beltrán,ARG,FW,24.0,Valencia,ESP-La Liga,1365,15.17,1,2,0.07,0.13,9,10,10,4,1,0,0.0,0.0,0.0,95,40,38.0,32.79
Lucas Beraldo,BRA,"DF,MF",21.0,PSG,FRA-Ligue 1,1567,17.41,2,1,0.11,0.06,4,2,21,18,2,0,0.0,0.0,0.0,85,100,34.0,85.36
Lucas Bergström,FIN,GK,22.0,Mallorca,ESP-La Liga,450,5.0,0,0,0.0,0.0,0,0,0,0,1,0,15.0,2.0,7.0,95,40,38.0,29.58
Lucas Bergvall,SWE,MF,19.0,Tottenham,ENG-Premier League,965,10.72,1,3,0.09,0.28,5,19,14,3,2,0,0.0,0.0,0.0,100,80,38.0,62.77
Lucas Boyé,ARG,FW,29.0,Alavés,ESP-La Liga,1958,21.76,11,1,0.51,0.05,21,10,25,7,4,1,0.0,0.0,0.0,95,40,38.0,34.87
Lucas Calegari,BRA,"DF,MF",23.0,Eyüpspor,TUR-Super Lig,1613,17.92,1,2,0.06,0.11,4,53,19,16,1,0,0.0,0.0,0.0,90,40,34.0,34.32
Lucas Cepeda,CHI,MF,22.0,Elche,ESP-La Liga,402,4.47,1,0,0.22,0.0,5,17,6,1,1,0,0.0,0.0,0.0,95,40,38.0,29.41
Lucas Chevalier,FRA,GK,23.0,PSG,FRA-Ligue 1,1530,17.0,0,0,0.0,0.0,0,0,0,0,0,0,32.0,9.0,13.0,85,100,34.0,85.0
Lucas Da Cunha,FRA,MF,24.0,Como,ITA-Serie A,2739,30.43,6,4,0.2,0.13,16,99,33,18,4,0,0.0,0.0,0.0,90,40,48.28,35.56
Lucas Digne,FRA,DF,32.0,Aston Villa,ENG-Premier League,1852,20.58,0,6,0.0,0.29,5,108,26,13,3,0,0.0,0.0,0.0,100,80,38.0,69.0
Lucas Gourna-Douath,FRA,MF,21.0,Le Havre,FRA-Ligue 1,1272,14.13,0,0,0.0,0.0,2,5,12,15,5,0,0.0,0.0,0.0,85,40,34.0,32.99
Lucas Hernández,FRA,DF,29.0,PSG,FRA-Ligue 1,1747,19.41,0,3,0.0,0.15,3,16,14,21,4,0,0.0,0.0,0.0,85,100,34.0,87.13
Lucas Höler,GER,"FW,MF",31.0,Freiburg,GER-Bundesliga,2037,22.63,3,1,0.13,0.04,15,8,12,11,4,0,0.0,0.0,0.0,90,40,34.0,35.99
